id,user,uid,version,changeset,timestamp
122629199,kre3d,1745406,3,58400753,2018-04-25T08:35:17Z
122629200,kre3d,1745406,6,33643717,2015-08-28T13:03:38Z
122629201,kre3d,1745406,5,33643717,2015-08-28T13:03:39Z
122741293,kre3d,1745406,12,58188623,2018-04-18T04:51:07Z
122741294,kre3d,1745406,13,58188623,2018-04-18T04:51:08Z
122741295,kre3d,1745406,4,58188623,2018-04-18T04:51:08Z
122741296,UnseenWanderer,8161298,13,58510462,2018-04-28T18:34:35Z
122897621,homeslice60148,365944,1,8812443,2011-07-24T06:59:09Z
122897622,kre3d,1745406,7,18397681,2013-10-17T06:34:04Z
122897624,kre3d,1745406,7,18397681,2013-10-17T06:34:24Z
122897625,calfarome,2511706,4,53821332,2017-11-15T22:02:41Z
122897626,kre3d,1745406,7,18397681,2013-10-17T06:34:38Z
122897628,kre3d,1745406,8,18397681,2013-10-17T06:34:17Z
122897631,kre3d,1745406,8,58188623,2018-04-18T04:51:08Z
122897632,kre3d,1745406,3,58188623,2018-04-18T04:51:08Z
122897633,kre3d,1745406,4,58188623,2018-04-18T04:51:08Z
122897635,MysticCrab,5186537,4,45460899,2017-01-25T04:30:49Z
122897636,kre3d,1745406,7,18397681,2013-10-17T06:34:12Z
122897637,NE2,207745,2,8841568,2011-07-27T04:33:58Z
122897638,kre3d,1745406,7,18397681,2013-10-17T06:34:42Z
122897640,kre3d,1745406,8,58188623,2018-04-18T04:51:08Z
122897642,marthaleena,5659851,3,53798916,2017-11-15T10:43:01Z
122897643,kre3d,1745406,10,58188623,2018-04-18T04:51:08Z
122897644,kre3d,1745406,4,58188623,2018-04-18T04:51:08Z
122897646,kre3d,1745406,5,18529897,2013-10-25T04:14:27Z
122897648,kre3d,1745406,7,18397681,2013-10-17T06:34:53Z
122897649,NE2,207745,2,13246406,2012-09-25T13:13:06Z
122897650,mapper999,165061,2,13549254,2012-10-18T20:18:32Z
122897652,kre3d,1745406,6,58188623,2018-04-18T04:51:08Z
122897653,dannykath,2226712,4,53821306,2017-11-15T22:01:31Z
122897654,kre3d,1745406,6,58188623,2018-04-18T04:51:09Z
122897656,kre3d,1745406,3,22201314,2014-05-08T03:58:49Z
122897659,Dami_Tn,2012449,3,24297803,2014-07-22T18:03:15Z
122897660,kre3d,1745406,6,58188623,2018-04-18T04:51:09Z
122897662,kre3d,1745406,7,18397681,2013-10-17T06:34:40Z
122897663,kre3d,1745406,7,18397681,2013-10-17T06:34:26Z
122897664,kre3d,1745406,2,58188623,2018-04-18T04:51:09Z
122897666,kre3d,1745406,7,18397681,2013-10-17T06:34:34Z
122897667,kre3d,1745406,7,18397681,2013-10-17T06:34:17Z
122897669,kre3d,1745406,4,58188623,2018-04-18T04:51:09Z
122897670,kre3d,1745406,2,58188623,2018-04-18T04:51:09Z
122897671,homeslice60148,365944,1,8812443,2011-07-24T06:59:20Z
122897672,muziriana,6058023,3,53801991,2017-11-15T12:31:00Z
122897673,piligab,3877019,3,53821335,2017-11-15T22:02:53Z
122897675,Dami_Tn,2012449,2,24340341,2014-07-25T00:14:09Z
122897676,RichRico,2219338,3,53820760,2017-11-15T21:39:12Z
122897677,kre3d,1745406,7,18397681,2013-10-17T06:34:03Z
122897678,kre3d,1745406,4,58188623,2018-04-18T04:51:09Z
122897679,homeslice60148,365944,1,8812443,2011-07-24T06:59:22Z
122897680,piligab,3877019,3,53821368,2017-11-15T22:04:47Z
122897684,NE2,207745,2,13246406,2012-09-25T13:13:21Z
122897685,kre3d,1745406,5,58188623,2018-04-18T04:51:09Z
122897687,homeslice60148,365944,1,8812443,2011-07-24T06:59:23Z
122897688,kre3d,1745406,5,58188623,2018-04-18T04:51:09Z
122897689,kre3d,1745406,8,18397681,2013-10-17T06:34:15Z
122897691,kre3d,1745406,2,58188623,2018-04-18T04:51:09Z
122897693,kre3d,1745406,8,58188623,2018-04-18T04:51:09Z
122897694,kre3d,1745406,7,18397681,2013-10-17T06:34:38Z
122897696,kre3d,1745406,2,58188623,2018-04-18T04:51:10Z
122897697,kre3d,1745406,7,18397681,2013-10-17T06:34:51Z
122897698,kre3d,1745406,7,18397681,2013-10-17T06:34:16Z
122897699,NE2,207745,2,10278544,2012-01-03T06:28:22Z
122897701,kre3d,1745406,7,18397681,2013-10-17T06:34:24Z
122897702,kre3d,1745406,7,18397681,2013-10-17T06:34:28Z
122897705,kre3d,1745406,5,58188623,2018-04-18T04:51:10Z
122897706,homeslice60148,365944,1,8812443,2011-07-24T06:59:27Z
122897707,kre3d,1745406,7,18397681,2013-10-17T06:34:14Z
122897710,Dami_Tn,2012449,3,24340341,2014-07-25T00:14:09Z
122897711,kre3d,1745406,2,32509653,2015-07-09T03:10:28Z
122897712,kre3d,1745406,5,22201314,2014-05-08T03:58:49Z
122897714,Iqhra,6371645,3,53800988,2017-11-15T11:54:41Z
122897715,kre3d,1745406,7,18397681,2013-10-17T06:34:05Z
122897717,kre3d,1745406,7,18397681,2013-10-17T06:34:13Z
122897718,kre3d,1745406,7,18397681,2013-10-17T06:34:18Z
122897720,kre3d,1745406,7,18397681,2013-10-17T06:34:34Z
122897721,kre3d,1745406,7,18397681,2013-10-17T06:34:18Z
122899874,Bellhalla,219655,2,14249365,2012-12-12T13:59:15Z
122899876,Dami_Tn,2012449,2,24355379,2014-07-25T18:00:24Z
122899877,Bellhalla,219655,2,14249365,2012-12-12T13:59:15Z
122899879,kre3d,1745406,5,40806966,2016-07-17T21:39:43Z
122901868,homeslice60148,365944,1,8812911,2011-07-24T08:19:13Z
122901869,homeslice60148,365944,1,8812911,2011-07-24T08:19:13Z
122901870,homeslice60148,365944,1,8812911,2011-07-24T08:19:13Z
122901871,homeslice60148,365944,1,8812911,2011-07-24T08:19:13Z
122901872,homeslice60148,365944,1,8812911,2011-07-24T08:19:13Z
122901873,homeslice60148,365944,1,8812911,2011-07-24T08:19:13Z
122901874,xybot,70696,2,8844004,2011-07-27T11:37:06Z
122901875,homeslice60148,365944,1,8812911,2011-07-24T08:19:14Z
122901876,homeslice60148,365944,1,8812911,2011-07-24T08:19:14Z
122901877,homeslice60148,365944,1,8812911,2011-07-24T08:19:14Z
122901878,homeslice60148,365944,1,8812911,2011-07-24T08:19:15Z
122901879,homeslice60148,365944,1,8812911,2011-07-24T08:19:15Z
122901880,homeslice60148,365944,1,8812911,2011-07-24T08:19:15Z
122901881,homeslice60148,365944,1,8812911,2011-07-24T08:19:16Z
122901882,homeslice60148,365944,1,8812911,2011-07-24T08:19:16Z
122901883,kre3d,1745406,2,19216499,2013-12-01T17:32:13Z
122901884,homeslice60148,365944,1,8812911,2011-07-24T08:19:17Z
122901885,homeslice60148,365944,1,8812911,2011-07-24T08:19:17Z
122901886,homeslice60148,365944,1,8812911,2011-07-24T08:19:17Z
122901887,homeslice60148,365944,1,8812911,2011-07-24T08:19:17Z
122901888,homeslice60148,365944,1,8812911,2011-07-24T08:19:17Z
122901889,homeslice60148,365944,1,8812911,2011-07-24T08:19:17Z
122901890,kre3d,1745406,2,18171077,2013-10-04T01:21:39Z
122901891,homeslice60148,365944,1,8812911,2011-07-24T08:19:18Z
122901892,homeslice60148,365944,2,9327674,2011-09-17T20:52:55Z
122901893,homeslice60148,365944,2,9327674,2011-09-17T20:52:55Z
122901894,homeslice60148,365944,2,9327674,2011-09-17T20:52:55Z
122901895,homeslice60148,365944,1,8812911,2011-07-24T08:19:19Z
122901896,kre3d,1745406,2,18171077,2013-10-04T01:21:39Z
122901897,homeslice60148,365944,1,8812911,2011-07-24T08:19:19Z
122901898,homeslice60148,365944,1,8812911,2011-07-24T08:19:19Z
122901899,homeslice60148,365944,1,8812911,2011-07-24T08:19:19Z
122901900,homeslice60148,365944,1,8812911,2011-07-24T08:19:19Z
122901901,homeslice60148,365944,1,8812911,2011-07-24T08:19:19Z
122901902,homeslice60148,365944,1,8812911,2011-07-24T08:19:20Z
122901903,homeslice60148,365944,2,9327674,2011-09-17T20:52:55Z
123153308,kre3d,1745406,3,19145888,2013-11-27T15:09:48Z
123155084,clay_c,119881,7,44647945,2016-12-24T16:25:06Z
123155097,clay_c,119881,7,44647945,2016-12-24T16:25:06Z
123155101,kre3d,1745406,5,19274641,2013-12-04T16:33:56Z
123155104,Dami_Tn,2012449,3,24358887,2014-07-25T21:50:07Z
123155105,kre3d,1745406,6,19274641,2013-12-04T16:33:37Z
123155108,kre3d,1745406,3,18512012,2013-10-23T23:44:56Z
123155109,muziriana,6058023,3,53795459,2017-11-15T08:55:55Z
123155110,clay_c,119881,8,44647945,2016-12-24T16:25:06Z
123168631,homeslice60148,365944,1,8832126,2011-07-26T04:49:30Z
123168632,homeslice60148,365944,1,8832126,2011-07-26T04:49:31Z
123168633,kre3d,1745406,6,33643717,2015-08-28T13:03:41Z
123168634,homeslice60148,365944,1,8832126,2011-07-26T04:49:31Z
123168635,kre3d,1745406,10,18223145,2013-10-07T04:14:49Z
123168636,kre3d,1745406,7,33643717,2015-08-28T13:03:46Z
123168637,homeslice60148,365944,1,8832126,2011-07-26T04:49:33Z
123168638,kre3d,1745406,5,27487421,2014-12-15T17:46:39Z
123168639,kre3d,1745406,5,24168512,2014-07-15T20:01:36Z
123168640,homeslice60148,365944,2,15391330,2013-03-17T04:37:59Z
123168641,kre3d,1745406,6,33643717,2015-08-28T13:03:35Z
123168642,kre3d,1745406,4,22587214,2014-05-27T18:48:16Z
123168643,homeslice60148,365944,2,9578443,2011-10-17T03:59:03Z
123168644,kre3d,1745406,5,27105290,2014-11-29T06:41:11Z
123168649,kre3d,1745406,2,18488596,2013-10-22T16:23:07Z
123168650,homeslice60148,365944,1,8832126,2011-07-26T04:49:39Z
123168652,kre3d,1745406,2,18488596,2013-10-22T16:23:08Z
123168654,homeslice60148,365944,1,8832126,2011-07-26T04:49:40Z
123168656,kre3d,1745406,7,33643717,2015-08-28T13:03:49Z
123286226,happy5214,199837,15,53890117,2017-11-18T00:33:40Z
123286229,marthaleena,5659851,7,53797762,2017-11-15T10:04:46Z
123286230,kre3d,1745406,6,28388747,2015-01-25T06:36:01Z
123286231,kre3d,1745406,4,18326906,2013-10-13T06:20:24Z
123286232,kre3d,1745406,5,18326906,2013-10-13T06:20:34Z
123286233,kre3d,1745406,4,18524571,2013-10-24T18:36:32Z
123286234,kre3d,1745406,8,18793477,2013-11-09T02:47:00Z
123286235,kre3d,1745406,8,18793477,2013-11-09T02:47:15Z
123286236,kre3d,1745406,11,31765996,2015-06-06T10:32:10Z
123286237,kre3d,1745406,6,38122998,2016-03-28T15:31:57Z
123286238,kre3d,1745406,5,18326906,2013-10-13T06:20:20Z
123286241,kre3d,1745406,6,38122998,2016-03-28T15:31:56Z
123286242,kre3d,1745406,5,18326906,2013-10-13T06:20:26Z
123286243,Iqhra,6371645,7,53797929,2017-11-15T10:09:39Z
123286244,kre3d,1745406,7,38122998,2016-03-28T15:31:57Z
123286245,Travis Bashir,3758890,6,38147472,2016-03-29T16:09:26Z
123286247,kre3d,1745406,4,18524571,2013-10-24T18:36:32Z
123286248,kre3d,1745406,8,18793477,2013-11-09T02:46:34Z
123286250,kre3d,1745406,7,18793477,2013-11-09T02:46:53Z
123286252,kre3d,1745406,8,18793477,2013-11-09T02:47:04Z
123286253,kre3d,1745406,9,34504637,2015-10-08T07:15:39Z
123286254,kre3d,1745406,7,18793477,2013-11-09T02:46:44Z
123286256,kre3d,1745406,8,18793477,2013-11-09T02:46:52Z
123286257,kre3d,1745406,9,34504637,2015-10-08T07:15:38Z
123286261,kre3d,1745406,8,18793477,2013-11-09T02:47:17Z
123286265,kre3d,1745406,5,18397681,2013-10-17T06:34:02Z
123286266,kre3d,1745406,7,38122998,2016-03-28T15:31:50Z
123286267,kre3d,1745406,6,18397681,2013-10-17T06:34:31Z
123286268,kre3d,1745406,6,18397681,2013-10-17T06:34:12Z
123286269,kre3d,1745406,6,18640718,2013-10-31T19:31:10Z
123286270,kre3d,1745406,8,38122998,2016-03-28T15:31:47Z
123286271,kre3d,1745406,8,38122998,2016-03-28T15:31:49Z
123286272,kre3d,1745406,6,18397681,2013-10-17T06:34:36Z
123286273,kre3d,1745406,6,18397681,2013-10-17T06:34:37Z
123286274,kre3d,1745406,8,38122998,2016-03-28T15:31:48Z
123286275,kre3d,1745406,6,32436517,2015-07-05T22:03:08Z
123286276,happy5214,199837,8,37129552,2016-02-10T17:10:01Z
123286277,TheBrit,703657,7,42166416,2016-09-15T07:54:03Z
123286278,kre3d,1745406,5,18397681,2013-10-17T06:34:46Z
123286279,kre3d,1745406,6,18397681,2013-10-17T06:34:37Z
123286280,kre3d,1745406,7,18397681,2013-10-17T06:34:51Z
123286281,kre3d,1745406,6,25276543,2014-09-06T21:46:22Z
123286282,kre3d,1745406,6,18397681,2013-10-17T06:34:47Z
123286283,kre3d,1745406,7,18397681,2013-10-17T06:34:50Z
123286284,kre3d,1745406,8,33643717,2015-08-28T13:03:31Z
123286285,kre3d,1745406,6,33643717,2015-08-28T13:03:33Z
123286286,kre3d,1745406,7,33643717,2015-08-28T13:03:47Z
123286287,kre3d,1745406,5,33643717,2015-08-28T13:03:40Z
123286288,kre3d,1745406,7,33643717,2015-08-28T13:03:42Z
123286290,kre3d,1745406,5,33643717,2015-08-28T13:03:44Z
123286292,kre3d,1745406,6,33643717,2015-08-28T13:03:28Z
123286296,kre3d,1745406,5,33643717,2015-08-28T13:03:29Z
123286299,karitotp,2748195,8,39083039,2016-05-03T21:45:21Z
123286301,kre3d,1745406,5,33643717,2015-08-28T13:03:48Z
123286304,kre3d,1745406,7,18793477,2013-11-09T02:46:46Z
123286308,kre3d,1745406,7,18793477,2013-11-09T02:46:55Z
123286322,kre3d,1745406,3,18524571,2013-10-24T18:36:21Z
123286323,happy5214,199837,3,16253108,2013-05-23T14:08:57Z
123286324,kre3d,1745406,3,18524571,2013-10-24T18:36:27Z
123286325,kre3d,1745406,3,18524571,2013-10-24T18:36:26Z
123286326,kre3d,1745406,4,18361006,2013-10-15T01:54:34Z
123286327,kre3d,1745406,3,18524571,2013-10-24T18:36:29Z
123286328,kre3d,1745406,4,18524591,2013-10-24T18:37:58Z
123286329,kre3d,1745406,3,18524571,2013-10-24T18:36:29Z
123286330,kre3d,1745406,3,18524571,2013-10-24T18:36:29Z
123286331,kre3d,1745406,3,18524571,2013-10-24T18:36:30Z
123286332,kre3d,1745406,3,18524571,2013-10-24T18:36:31Z
123286333,kre3d,1745406,8,18793477,2013-11-09T02:46:58Z
123286339,ridixcr,2508151,3,53820813,2017-11-15T21:41:14Z
123286342,kre3d,1745406,9,18793477,2013-11-09T02:46:53Z
123306909,KristenK,1494110,4,25237460,2014-09-04T21:56:44Z
123306917,ridixcr,2508151,6,45034935,2017-01-09T19:36:46Z
124013572,kre3d,1745406,6,58603501,2018-05-02T06:11:02Z
124013573,kre3d,1745406,2,32210752,2015-06-25T18:17:07Z
124013574,kre3d,1745406,5,32399689,2015-07-03T21:45:11Z
124013575,kre3d,1745406,6,32399689,2015-07-03T21:45:10Z
124013576,kre3d,1745406,3,32578897,2015-07-12T11:03:45Z
124046294,homeslice60148,365944,1,8888810,2011-08-01T09:22:37Z
124046295,kre3d,1745406,6,45834168,2017-02-05T16:58:10Z
124046298,kre3d,1745406,2,41324981,2016-08-08T13:48:29Z
124046299,homeslice60148,365944,1,8888810,2011-08-01T09:22:39Z
124046301,kre3d,1745406,3,18187453,2013-10-04T23:16:27Z
124046304,homeslice60148,365944,1,8888810,2011-08-01T09:22:41Z
124046305,kre3d,1745406,8,58188623,2018-04-18T04:51:10Z
124046306,homeslice60148,365944,1,8888810,2011-08-01T09:22:41Z
124046307,kre3d,1745406,2,18171073,2013-10-04T01:20:59Z
124046308,kre3d,1745406,2,36732244,2016-01-22T04:39:53Z
124046309,kre3d,1745406,5,36732244,2016-01-22T04:39:53Z
124046310,kre3d,1745406,4,58188623,2018-04-18T04:51:10Z
124046312,homeslice60148,365944,1,8888810,2011-08-01T09:22:43Z
124046313,homeslice60148,365944,1,8888810,2011-08-01T09:22:43Z
124046314,homeslice60148,365944,1,8888810,2011-08-01T09:22:44Z
124046316,homeslice60148,365944,1,8888810,2011-08-01T09:22:44Z
124046317,kre3d,1745406,4,45834168,2017-02-05T16:58:10Z
124046319,kre3d,1745406,6,36732244,2016-01-22T04:39:52Z
124046322,kre3d,1745406,9,58188623,2018-04-18T04:51:10Z
124046323,kre3d,1745406,8,58188623,2018-04-18T04:51:10Z
124046324,homeslice60148,365944,1,8888810,2011-08-01T09:22:48Z
124046325,kre3d,1745406,6,36732244,2016-01-22T04:39:53Z
124046327,kre3d,1745406,7,58188623,2018-04-18T04:51:11Z
124046328,homeslice60148,365944,3,8923954,2011-08-04T22:05:14Z
124046330,homeslice60148,365944,3,8944022,2011-08-07T07:07:14Z
124046332,homeslice60148,365944,2,8924021,2011-08-04T22:15:34Z
124046334,homeslice60148,365944,1,8888810,2011-08-01T09:22:52Z
124046335,kre3d,1745406,6,36732244,2016-01-22T04:39:53Z
124046336,kre3d,1745406,6,58188623,2018-04-18T04:51:11Z
124046338,homeslice60148,365944,1,8888810,2011-08-01T09:22:53Z
124046339,homeslice60148,365944,1,8888810,2011-08-01T09:22:54Z
124048184,kre3d,1745406,3,28738271,2015-02-09T21:22:21Z
124048185,homeslice60148,365944,2,8923954,2011-08-04T22:04:59Z
124048190,homeslice60148,365944,1,8888810,2011-08-01T10:00:23Z
124148182,homeslice60148,365944,1,8897361,2011-08-02T05:04:39Z
124148183,kre3d,1745406,3,32084097,2015-06-19T20:55:49Z
124148184,kre3d,1745406,2,29776612,2015-03-27T12:44:17Z
124148185,Vaderf,2012976,3,49599017,2017-06-16T18:41:38Z
124148186,homeslice60148,365944,1,8897361,2011-08-02T05:04:41Z
124148187,kre3d,1745406,3,32084097,2015-06-19T20:55:49Z
124148188,kre3d,1745406,2,29776612,2015-03-27T12:44:19Z
124148189,homeslice60148,365944,1,8897361,2011-08-02T05:04:42Z
124148190,kre3d,1745406,4,31683023,2015-06-03T05:41:24Z
124148192,kre3d,1745406,3,33406561,2015-08-18T03:57:53Z
124148193,kre3d,1745406,2,33406561,2015-08-18T03:57:53Z
124148194,kre3d,1745406,3,27686818,2014-12-25T10:44:54Z
124148195,kre3d,1745406,3,33406561,2015-08-18T03:57:53Z
124148196,homeslice60148,365944,1,8897361,2011-08-02T05:04:45Z
124148197,homeslice60148,365944,1,8897361,2011-08-02T05:04:45Z
124148198,homeslice60148,365944,1,8897361,2011-08-02T05:04:45Z
124625499,kre3d,1745406,13,44652598,2016-12-24T21:56:40Z
124625501,kre3d,1745406,10,44652598,2016-12-24T21:56:41Z
124625507,AsYouAre,7142619,13,54318438,2017-12-04T05:44:47Z
124625512,kre3d,1745406,11,44652598,2016-12-24T21:56:41Z
124625521,kre3d,1745406,3,34076366,2015-09-17T06:33:45Z
124625524,kre3d,1745406,4,32158334,2015-06-23T10:47:50Z
124656701,homeslice60148,365944,1,8923954,2011-08-04T22:04:34Z
124656702,homeslice60148,365944,1,8923954,2011-08-04T22:04:34Z
124656703,homeslice60148,365944,1,8923954,2011-08-04T22:04:35Z
124656704,homeslice60148,365944,2,10415814,2012-01-17T09:36:28Z
124656706,homeslice60148,365944,1,8923954,2011-08-04T22:04:35Z
124656707,homeslice60148,365944,1,8923954,2011-08-04T22:04:35Z
124656708,homeslice60148,365944,1,8923954,2011-08-04T22:04:35Z
124656709,homeslice60148,365944,1,8923954,2011-08-04T22:04:35Z
124656710,homeslice60148,365944,1,8923954,2011-08-04T22:04:35Z
124656711,homeslice60148,365944,1,8923954,2011-08-04T22:04:36Z
124656712,homeslice60148,365944,1,8923954,2011-08-04T22:04:36Z
124656714,kre3d,1745406,2,19138815,2013-11-27T06:12:02Z
124656715,homeslice60148,365944,1,8923954,2011-08-04T22:04:36Z
124656716,homeslice60148,365944,1,8923954,2011-08-04T22:04:36Z
124656717,homeslice60148,365944,1,8923954,2011-08-04T22:04:36Z
124656718,homeslice60148,365944,1,8923954,2011-08-04T22:04:37Z
124656719,homeslice60148,365944,1,8923954,2011-08-04T22:04:37Z
124656720,homeslice60148,365944,1,8923954,2011-08-04T22:04:37Z
124656722,homeslice60148,365944,1,8923954,2011-08-04T22:04:37Z
124656723,kre3d,1745406,2,31707054,2015-06-04T03:41:19Z
124656726,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656727,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656728,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656729,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656730,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656731,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656732,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656733,homeslice60148,365944,1,8923954,2011-08-04T22:04:38Z
124656735,homeslice60148,365944,1,8923954,2011-08-04T22:04:39Z
124656737,homeslice60148,365944,1,8923954,2011-08-04T22:04:39Z
124656738,homeslice60148,365944,2,10415814,2012-01-17T09:36:29Z
124656739,homeslice60148,365944,1,8923954,2011-08-04T22:04:39Z
124656740,osm-sputnik,167417,3,14273636,2012-12-14T17:09:27Z
124656741,homeslice60148,365944,1,8923954,2011-08-04T22:04:39Z
124656742,homeslice60148,365944,1,8923954,2011-08-04T22:04:40Z
124656743,homeslice60148,365944,1,8923954,2011-08-04T22:04:40Z
124656745,homeslice60148,365944,1,8923954,2011-08-04T22:04:41Z
124656746,homeslice60148,365944,1,8923954,2011-08-04T22:04:41Z
124656747,homeslice60148,365944,1,8923954,2011-08-04T22:04:41Z
124656748,homeslice60148,365944,1,8923954,2011-08-04T22:04:41Z
124656749,homeslice60148,365944,1,8923954,2011-08-04T22:04:42Z
124658218,kre3d,1745406,2,33406561,2015-08-18T03:57:54Z
124658219,kre3d,1745406,3,33406561,2015-08-18T03:57:54Z
124658220,happy5214,199837,3,56772914,2018-03-01T02:36:30Z
124658221,kre3d,1745406,3,33406561,2015-08-18T03:57:55Z
124658222,kre3d,1745406,2,33406561,2015-08-18T03:57:55Z
124658223,kre3d,1745406,2,33406561,2015-08-18T03:57:55Z
124658497,kre3d,1745406,2,33406561,2015-08-18T03:57:55Z
124658498,kre3d,1745406,2,33406561,2015-08-18T03:57:55Z
124658499,kre3d,1745406,3,33406561,2015-08-18T03:57:55Z
124961213,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961214,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961215,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961216,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961217,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961219,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961220,homeslice60148,365944,1,8943614,2011-08-07T05:30:11Z
124961221,homeslice60148,365944,1,8943614,2011-08-07T05:30:11Z
124961224,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
124961226,kre3d,1745406,3,33406561,2015-08-18T03:57:56Z
124961230,homeslice60148,365944,1,8943614,2011-08-07T05:30:14Z
125223781,homeslice60148,365944,1,8961664,2011-08-08T20:45:27Z
125223788,homeslice60148,365944,1,8961664,2011-08-08T20:45:28Z
125223795,kre3d,1745406,2,29776612,2015-03-27T12:44:19Z
125223796,kre3d,1745406,2,29776612,2015-03-27T12:44:18Z
125223802,happy5214,199837,2,11176721,2012-04-04T13:33:30Z
125223805,kre3d,1745406,2,33406561,2015-08-18T03:57:56Z
125223815,kre3d,1745406,2,33406561,2015-08-18T03:57:57Z
125223817,homeslice60148,365944,1,8961664,2011-08-08T20:45:30Z
125223818,kre3d,1745406,2,33406561,2015-08-18T03:57:57Z
125223819,homeslice60148,365944,1,8961664,2011-08-08T20:45:30Z
125223822,kre3d,1745406,2,33406561,2015-08-18T03:57:57Z
125223827,kre3d,1745406,2,33406561,2015-08-18T03:57:57Z
125223829,homeslice60148,365944,1,8961664,2011-08-08T20:45:31Z
125223831,kre3d,1745406,2,29776612,2015-03-27T12:44:20Z
125223832,kre3d,1745406,4,33406561,2015-08-18T03:57:57Z
125223836,homeslice60148,365944,1,8961664,2011-08-08T20:45:31Z
125266842,38LKTG,4179602,5,44531863,2016-12-20T04:47:52Z
125266843,25or6to4,37392,3,28992465,2015-02-21T06:52:42Z
125266844,homeslice60148,365944,1,8963211,2011-08-09T03:00:08Z
125266845,25or6to4,37392,4,28992465,2015-02-21T06:52:40Z
125266846,kre3d,1745406,3,19274669,2013-12-04T16:35:27Z
125266847,Geogast,51045,3,17015400,2013-07-19T18:52:23Z
125266849,kre3d,1745406,4,25260748,2014-09-06T04:54:13Z
125266850,homeslice60148,365944,1,8963211,2011-08-09T03:00:10Z
125266851,25or6to4,37392,3,28992465,2015-02-21T06:52:41Z
125266852,25or6to4,37392,4,28992465,2015-02-21T06:52:41Z
125266853,25or6to4,37392,3,28992465,2015-02-21T06:52:39Z
125266854,clay_c,119881,6,56401699,2018-02-16T02:36:16Z
125266855,happy5214,199837,7,49953747,2017-06-30T20:48:57Z
125266856,38LKTG,4179602,4,44531863,2016-12-20T04:47:53Z
125266857,25or6to4,37392,4,28992465,2015-02-21T06:52:40Z
125266858,kre3d,1745406,7,47588946,2017-04-09T09:54:50Z
125266859,Geogast,51045,2,17015400,2013-07-19T18:50:03Z
125266860,kre3d,1745406,4,31683023,2015-06-03T05:41:33Z
125266861,Geogast,51045,3,17015400,2013-07-19T18:52:01Z
125266863,25or6to4,37392,3,28992465,2015-02-21T06:52:39Z
125266864,Geogast,51045,2,17015400,2013-07-19T18:51:57Z
125266865,Geogast,51045,3,17015400,2013-07-19T18:51:43Z
125266866,clay_c,119881,5,56401699,2018-02-16T02:36:16Z
125266867,kre3d,1745406,3,19274669,2013-12-04T16:35:25Z
125266868,kre3d,1745406,4,19274669,2013-12-04T16:35:17Z
125266869,Geogast,51045,2,17015400,2013-07-19T18:49:19Z
125266870,happy5214,199837,10,47370443,2017-04-02T00:33:26Z
125266871,25or6to4,37392,4,28992465,2015-02-21T06:52:41Z
125266873,kre3d,1745406,3,19274669,2013-12-04T16:35:26Z
125269433,38LKTG,4179602,8,44531863,2016-12-20T04:47:53Z
125269434,Geogast,51045,2,17015400,2013-07-19T18:50:39Z
125269435,25or6to4,37392,3,28992465,2015-02-21T06:52:41Z
125269436,25or6to4,37392,3,28992465,2015-02-21T06:52:39Z
125269437,Geogast,51045,2,17015400,2013-07-19T18:50:37Z
125269438,Geogast,51045,2,17015400,2013-07-19T18:51:25Z
125269439,Geogast,51045,2,17015400,2013-07-19T18:53:44Z
125269440,Geogast,51045,2,17015400,2013-07-19T18:51:27Z
125269441,25or6to4,37392,3,28992465,2015-02-21T06:52:42Z
125269442,Geogast,51045,2,17015400,2013-07-19T18:49:20Z
125269443,homeslice60148,365944,1,8963436,2011-08-09T04:45:51Z
125269444,homeslice60148,365944,1,8963436,2011-08-09T04:45:51Z
125269445,homeslice60148,365944,1,8963436,2011-08-09T04:45:52Z
125269446,homeslice60148,365944,1,8963436,2011-08-09T04:45:53Z
125269448,25or6to4,37392,3,28993624,2015-02-21T08:31:15Z
125269449,Geogast,51045,2,17015400,2013-07-19T18:53:46Z
125269450,Geogast,51045,2,17015400,2013-07-19T18:52:14Z
125269451,homeslice60148,365944,1,8963436,2011-08-09T04:45:54Z
125269452,Geogast,51045,2,17015400,2013-07-19T18:53:34Z
125269453,homeslice60148,365944,1,8963436,2011-08-09T04:45:54Z
125269454,25or6to4,37392,3,28992465,2015-02-21T06:52:41Z
125269455,25or6to4,37392,3,28992465,2015-02-21T06:52:42Z
125269456,25or6to4,37392,3,28993624,2015-02-21T08:31:16Z
125269457,Geogast,51045,2,17015400,2013-07-19T18:49:29Z
